title,company_name,location,start_date,duration,stipend,ppo,workmode,region,domain,skills,deadline,degree
Graphic Design,Greendelics Foundation,Work From Home,Immediately,2 Weeks,1000,Yes,Hybrid,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",2025-10-15,BBA
Social Media Marketing,Helpert,Work From Home,Immediately,2 Weeks,4500,No,Hybrid,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",2025-11-22,BA
Graphic Design,Hemophilia Federation (India),Work From Home,Immediately,2 Weeks,2000,Yes,Onsite,Urban,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",2025-09-28,BBA
Flutter App Development,Dynish,Work From Home,Immediately,2 Weeks,1000,No,Remote,Urban,App Development,"Mobile App Development, Java/Kotlin, Flutter/React Native, APIs",2025-10-15,MCA
Robotics,ENpower,Bangalore,Immediately,2 Weeks,2000,No,Hybrid,Urban,Research,"Communication, MS Excel, Research",2025-12-04,BBA
UI/UX Design,Wellfounded IT Solution Private Limited,Work From Home,Immediately,2 Weeks,5000,No,Hybrid,Urban,Design & Creative,"UI Design, UX Research, Figma, Prototyping",2025-11-15,BBA
Digital Marketing,My Home Salon,Work From Home,Immediately,2 Weeks,10000,Yes,Onsite,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",2025-11-30,MBA
Graphic Design,Microphone Duties,Work From Home,Immediately,2 Weeks,5000,Yes,Onsite,Urban,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",2025-10-06,MBA
E-commerce Marketplace Management,Nico Digital Private Limited,Kolkata,Immediately,2 Weeks,10000,Yes,Onsite,Rural,Marketing,"E-commerce Management, Product Listing, SEO, Digital Marketing",2025-10-20,MBA
Social Media Marketing,Arya Vaidya Vilasini Vaidya Sala,Work From Home,Immediately,2 Weeks,2000,Yes,Hybrid,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",2025-10-22,BA
Research (Economics & Data Analysis),TaiyÅ,Work From Home,Immediately,2 Weeks,15000,No,Remote,Urban,Research & Strategy,"Python, Data Analysis, SQL, Statistics, Data Visualization, Research",2025-11-04,MSc
.NET Development,DANIP,Delhi,Immediately,2 Weeks,10000,Yes,Onsite,Urban,Marketing,"Sales, Communication, Negotiation, Lead Generation",2025-09-17,MTech
Social Media Marketing,Biz Box Story,Work From Home,Immediately,2 Weeks,6000,No,Remote,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",2025-10-18,MBA
Business Development (Sales),RPD Sustainable Solutions LLP,Indore,Immediately,2 Weeks,3000,Yes,Remote,Urban,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",2025-09-22,BCA
General Management (Founder's Office),Prescinto,Bangalore,Immediately,2 Weeks,20000,No,Onsite,Rural,Operations & Support,"Operations Management, Coordination, MS Excel, Communication",2025-11-29,MCom
Business Development,Print My Tee,Work From Home,Immediately,2 Weeks,1000,No,Onsite,Rural,Marketing,"Sales, Lead Generation, Negotiation, Communication",2025-11-03,BCA
Digital Marketing,Diagonal Brand Designs Private Limited,Navi Mumbai,Immediately,2 Weeks,6000,No,Remote,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",2025-10-31,MBA
Customer Engagement,Jugyah Real Estate Private Limited,Work From Home,Immediately,2 Weeks,10000,No,Remote,Rural,Research,"Communication, MS Excel, Research",2025-09-28,MCom
Architecture,Ar. Sailee Awade,Pune,Immediately,2 Weeks,5000,Yes,Onsite,Urban,Architecture & Design,"Communication, MS Excel, Research",2025-10-13,BCom
Factory Operations,Kesar Industries,Jammu,Immediately,2 Weeks,5000,Yes,Hybrid,Rural,Operations & Support,"Operations Management, Coordination, MS Excel, Communication",2025-10-18,MCom
Motion Graphics,CalciteX Cybernetics LLP,Work From Home,Immediately,2 Weeks,6000,No,Remote,Urban,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",2025-10-03,BCom
Digital Marketing,Dare2Gear,Noida,Immediately,2 Weeks,7000,No,Hybrid,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",2025-11-10,BBA
iOS App Development,Pragmatic Leaders,Work From Home,Immediately,2 Weeks,10000,Yes,Hybrid,Urban,App Development,"Mobile App Development, Java/Kotlin, Flutter/React Native, APIs",2025-11-07,BSc
Social Media & Content Writing,IIC INTERACTIVE LABS PRIVATE LIMITED (Ink In Caps),Mumbai,Immediately,2 Weeks,7000,No,Hybrid,Rural,Social Media & Community Management,"Social Media Strategy, Content Creation, Analytics, Community Management, Content Writing, Editing",2025-12-03,BBA
Management,Caresmith,Mumbai,Immediately,2 Weeks,10000,No,Onsite,Urban,Operations & Support,"Operations Management, Coordination, MS Excel, Communication",2025-11-03,MCom
Graphic Design,Koshaa Foods,Hyderabad,Immediately,2 Weeks,5000,No,Hybrid,Urban,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",2025-12-05,BCom
Recruitment,Adaugeo Technology Solution,Jaipur,Immediately,2 Weeks,3000,Yes,Remote,Urban,Human Resources,"UI Design, UX Research, Figma, Prototyping, Recruitment, Talent Acquisition",2025-10-23,MA
Search Engine Optimization (SEO),IMocha,Work From Home,Immediately,2 Weeks,7000,No,Remote,Urban,Search & Performance Marketing,"SEO, Keyword Research, Google Analytics, Content Optimization",2025-09-21,BBA
Video Creation,Sarga Additive Manufacturing Private Limited,Delhi,Immediately,6,5000,Yes,Onsite,Rural,Media & Production,"Video Editing, Videography, Premiere Pro, After Effects",2025-12-02,MBA
Content Writing,FightClub IAS,Bangalore,Immediately,6,5000,No,Onsite,Urban,Content & Communication,"Content Writing, Editing, Research, Content Strategy",2025-12-05,MTech
Marketing,Nohitatu Technologies Private Limited,Chennai,Immediately,6,5000,No,Remote,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",2025-10-20,BA
Operations,IVIN Strategies,Work From Home,Immediately,6,4000,No,Onsite,Urban,Operations & Support,"Operations Management, Coordination, MS Excel, Communication",2025-10-26,MCom
Travel Consultant,Divas Sojourn,Delhi,Immediately,6,8000,No,Remote,Rural,Data Scientist,"Consulting, Problem Solving, Communication, Analysis",2025-10-02,MCom
Human Resources (HR),Layam Flexi Solutions Private Limited,Chennai,Immediately,6,5000,Yes,Hybrid,Urban,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",2025-11-14,MBA
Front End Development,Jcloud Work,Udaipur,Immediately,6,2000,No,Remote,Rural,Marketing,"Sales, Communication, Negotiation, Lead Generation",2025-11-09,BSc
Fashion Design & Merchandising,RIRA,Pune,Immediately,6,5000,No,Hybrid,Urban,Architecture & Design,"Design, Creativity, Sketching, CAD (basic)",2025-11-15,BCom
Office Administration,M R O & Associates,Pune,Immediately,6,8000,No,Remote,Urban,Research,"Communication, MS Excel, Research",2025-10-12,MBA
Market Research,Pakka Limited,Noida,Immediately,6,10000,Yes,Remote,Rural,Research & Strategy,"Research, Data Analysis, Report Writing, Critical Thinking",2025-10-29,BCom
Web Development,Stories Of India,Work From Home,Immediately,6,1500,No,Remote,Rural,Web Development,"HTML, CSS, JavaScript, React",2025-11-17,BTech
Audio Making/Editing & Digital Marketing,Zen Fits,Work From Home,Immediately,6,1000,Yes,Remote,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",2025-10-22,MBA
Flutter Development - Build Innovative Educational Apps,Eklavya.me,Work From Home,Immediately,6,7000,Yes,Remote,Urban,App Development,"UI Design, UX Research, Figma, Prototyping, Mobile App Development, Java/Kotlin",2025-11-02,MSc
Mobile App Development,Farmer Near Me,Work From Home,Immediately,6,1500,Yes,Onsite,Urban,App Development,"Mobile App Development, Java/Kotlin, Flutter/React Native, APIs",2025-11-29,MCA
Digital Marketing,CoinFantasy,Chennai,Immediately,6,10000,No,Onsite,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",2025-10-07,MBA
Telecalling,Alippo,Work From Home,Immediately,6,10000,Yes,Onsite,Rural,Outreach & Client Relations,"Communication, MS Excel, Research",2025-11-10,MCom
Social Media Marketing,Workbinders Private Limited,Work From Home,Immediately,6,5000,Yes,Onsite,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",2025-09-30,BA
Policy Research,Sarkari School,Work From Home,Immediately,6,Unpaid,Yes,Onsite,Urban,Research & Strategy,"Research, Data Analysis, Report Writing, Critical Thinking",2025-10-25,MCom
Python Development,Areterix Technologies LLP,Ahmedabad,Immediately,6,4000,Yes,Hybrid,Urban,Research & Strategy,"Python, APIs, Django/Flask, Data Analysis, Machine Learning",2025-12-02,MTech
WordPress Development,Digital Janit,Work From Home,Immediately,6,1000,No,Remote,Urban,Web Development,"PR Strategy, Media Relations, Communication, Writing",2025-11-19,MSc
Social Media Marketing,MetaSaga,Mumbai,Immediately,6,4000,No,Hybrid,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",2025-09-27,MBA
Content Writing,Next Labs,Mumbai,Immediately,6,10000,No,Onsite,Urban,Content & Communication,"Content Writing, Editing, Research, Content Strategy",2025-10-11,MTech
"Game Development, AR/VR",Dec Gaming Studio Private Limited,Work From Home,Immediately,6,1000,No,Onsite,Rural,Marketing,"Sales, Communication, Negotiation, Lead Generation",2025-09-22,MSc
HR Associate,Quantazone,Work From Home,Immediately,6,7500,No,Hybrid,Rural,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",2025-10-25,BCom
Hospitality,Mandal Woods,Chikmagalur,Immediately,6,10000,No,Remote,Rural,Research,"Communication, MS Excel, Research",2025-11-24,MBA
Human Resources (HR),The Agency Source,Work From Home,Immediately,6,5000,No,Hybrid,Urban,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",2025-11-21,BBA
Psychology,Avaesa,Work From Home,Immediately,6,4000,No,Remote,Urban,Research,"Communication, MS Excel, Research",2025-10-07,MCom
IT Technical Recruitment,The Agency Source,Work From Home,Immediately,6,5000,Yes,Onsite,Urban,Human Resources,"UI Design, UX Research, Figma, Prototyping, Recruitment, Talent Acquisition",2025-11-11,BBA
Electronics (Embedded And Analog),Articulus Surgical,Bangalore,Immediately,6,15000,No,Onsite,Rural,Research,"Communication, MS Excel, Research",2025-09-23,MCom
Human Resources (HR),The Agency Source,Delhi,Immediately,6,5000,No,Hybrid,Urban,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",2025-11-21,MCom
Corporate Sales,Gully2Global,Bangalore,Immediately,6,10000,No,Hybrid,Urban,Marketing,"Sales, Lead Generation, Negotiation, Communication",2025-11-15,MBA
Product Management,The Agency Source,Delhi,Immediately,6,10000,No,Hybrid,Rural,Research & Strategy,"PR Strategy, Media Relations, Communication, Writing",2025-10-04,MBA
Content Writing,Finowings Training Academy Private Limited,Lucknow,Immediately,6,4000,No,Onsite,Urban,Content & Communication,"Content Writing, Editing, Research, Content Strategy",2025-11-05,MSc
Subject Matter Expert (Geography & Economics),Graveiens Eduservices Private Limited,Work From Home,Immediately,6,1000,Yes,Onsite,Rural,Research & Strategy,"Economics, Data Analysis, Research, Report Writing",2025-11-18,PhD
Brand Partnerships,Confluencr,Bangalore,Immediately,6,15000,No,Hybrid,Urban,Research,"Communication, MS Excel, Research",2025-12-06,BBA
Library Science,Shiga,Work From Home,Immediately,6,Unpaid,Yes,Hybrid,Urban,Research,"Communication, MS Excel, Research",2025-11-29,BCom
Tutoring (For Entrance Coaching For Design Colleges In India),Vidya & Child,Noida,Immediately,6,Unpaid,No,Onsite,Urban,Design,"Teaching, Lesson Planning, Communication, Mentoring",2025-10-21,MBA
Equity Analysis,Trading Shalaa,Work From Home,Immediately,6,5000,Yes,Onsite,Urban,Design,"UI Design, UX Research, Figma, Prototyping",2025-10-27,BBA
Law/Legal,DigiKagaz Technovation Private Limited,Kota,Immediately,6,5000,Yes,Remote,Urban,Legal & Compliance,"Legal Research, Compliance, Drafting, Documentation",2025-11-19,MSc
PTV Visum / Vissim Modeler,Sonjwel,Work From Home,Immediately,6,10000,No,Remote,Urban,Research,"Communication, MS Excel, Research",2025-10-17,BBA
Video Making/Editing,Corizo Edu-Tech,Bangalore,Immediately,3,18000,Yes,Hybrid,Urban,Media & Production,"Video Editing, Videography, Premiere Pro, After Effects",2025-10-23,MBA
Subject Matter Expert (SME) Finance,Solvitude,Work From Home,Immediately,3,15000,Yes,Remote,Rural,Finance,"Accounting/Finance, Excel, Financial Analysis, Tally/Valuation",2025-12-01,BBA
Subject Matter Expert (SME) Statistics & Probability,Solvitude,Work From Home,Immediately,3,15000,Yes,Remote,Urban,Research & Strategy,"Statistics, Data Analysis, R, Python, PR Strategy, Media Relations",2025-11-05,MSc
Project Assistant (Management/Logistics),Internet Innovations India Private Limited,Work From Home,Immediately,3,10000,No,Onsite,Rural,Data Science,"PR Strategy, Media Relations, Communication, Writing, Supply Chain Management, Logistics",2025-09-10,BCA
Business Development,Quantum IT Innovation,Work From Home,Immediately,3,8000,Yes,Onsite,Rural,Marketing,"Sales, Lead Generation, Negotiation, Communication",2025-10-09,MTech
PHP And WordPress Web Development,Webfeed,Kolkata,Immediately,3,8000,No,Onsite,Rural,Web Development,"HTML, CSS, JavaScript, React, PR Strategy, Media Relations",2025-09-11,MCA
Subject Matter Expert (Biology),HaZZten,Work From Home,Immediately,3,10000,Yes,Remote,Rural,Research,"Communication, MS Excel, Research",2025-10-11,MCom
Video Making/Editing,Idea Usher,Work From Home,Immediately,3,5000,Yes,Hybrid,Urban,Media & Production,"Video Editing, Videography, Premiere Pro, After Effects",2025-11-22,MA
Subject Matter Expert (Anatomy And Physiology),HaZZten,Work From Home,Immediately,3,10000,No,Hybrid,Rural,Research,"Communication, MS Excel, Research",2025-11-14,MCom
Branding,DataSkience OPC Private Limited,Work From Home,Immediately,3,5000,Yes,Hybrid,Urban,Research,"Communication, MS Excel, Research",2025-10-24,BCom
Subject Matter Expert (Economics),HaZZten,Work From Home,Immediately,3,10000,No,Onsite,Urban,Research & Strategy,"Economics, Data Analysis, Research, Report Writing",2025-10-07,PhD
Architecture,Seedtree,Surat,Immediately,3,5000,No,Onsite,Rural,Architecture & Design,"Communication, MS Excel, Research",2025-09-17,BCom
Subject Matter Expert (Computer Science),HaZZten,Work From Home,Immediately,3,10000,Yes,Hybrid,Rural,Research,"Communication, MS Excel, Research",2025-10-03,BCom
Graphic Design,Webvor,Work From Home,Immediately,3,3000,Yes,Hybrid,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",2025-11-08,BBA
Telecalling,Grow Next,Ghaziabad,Immediately,3,15000,Yes,Hybrid,Rural,Outreach & Client Relations,"Communication, MS Excel, Research",2025-10-26,BCom
Graphic Design,Chrysalis Services,Work From Home,Immediately,3,10000,No,Hybrid,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",2025-11-15,MBA
Sales (Travel & Tourism),Vagus Travel Advisors,Work From Home,Immediately,3,5000,Yes,Remote,Urban,Marketing,"Sales, Lead Generation, Negotiation, Communication",2025-11-10,BCom
Subject Matter Expert (SME) Accounting,Solvitude,Work From Home,Immediately,3,15000,No,Onsite,Urban,Finance,"Accounting/Finance, Excel, Financial Analysis, Tally/Valuation",2025-10-10,BBA
Human Resources (HR),Sharad Saraf,Pune,Immediately,3,3000,Yes,Remote,Urban,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",2025-09-24,MBA
Telecalling,Whitestone Technology,Work From Home,Immediately,3,1000,No,Onsite,Rural,Outreach & Client Relations,"Communication, MS Excel, Research",2025-12-04,MBA
Operations,Enerjazz,Noida,Immediately,3,10000,No,Onsite,Urban,Operations & Support,"Operations Management, Coordination, MS Excel, Communication",2025-09-10,MCom
Telesales,GROWNEXT,Delhi,Immediately,3,10000,No,Hybrid,Urban,Marketing,"Sales, Lead Generation, Negotiation, Communication",2025-10-16,BCom
Human Resources (HR),HireMe Manpower Recruitment,Work From Home,Immediately,3,3000,Yes,Remote,Urban,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",2025-11-13,BBA
Human Resources (HR),Simple Things,Work From Home,Immediately,3,2000,Yes,Hybrid,Urban,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",2025-09-20,MBA
Retail Marketing,Swastik Spices,Hyderabad,Immediately,3,4000,No,Onsite,Urban,Marketing,"Python, Machine Learning, TensorFlow/PyTorch, Data Analysis, Digital Marketing, SEO/SEM",2025-10-29,BTech
Product Management,Union Living,Thane,Immediately,3,5000,Yes,Onsite,Urban,Research & Strategy,"PR Strategy, Media Relations, Communication, Writing",2025-11-06,MBA
WordPress Development,Digisteps,Delhi,Immediately,3,6000,Yes,Remote,Rural,Web Development,"PR Strategy, Media Relations, Communication, Writing",2025-10-23,BCA
Social Media Management,Vruksh Ecosystems,Nagpur,Immediately,3,5000,Yes,Remote,Urban,Social Media & Community Management,"Social Media Strategy, Content Creation, Analytics, Community Management",2025-11-16,BBA
