title,company_name,location,start_date,duration,stipend,ppo,workmode,region,domain,skills,deadline,degree,RIndex,No. of Positions,regional_language
US IT Recruitment,ITMC Systems Private Limited,Noida,Immediately,6,12000,Yes,Hybrid,Rural,Human Resources,"UI Design, UX Research, Figma, Prototyping, Recruitment, Talent Acquisition",07-12-25,BA,0.5,23,Hindi
Human Resources (HR),Mallsutra Private Limited,Work From Home,Immediately,6,1000,Yes,Onsite,Rural,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",21-09-25,MCom,0.2,5,Tamil
Recruitment,NAUKARICHAKRI,Work From Home,Immediately,6,3000,Yes,Remote,Rural,Human Resources,"UI Design, UX Research, Figma, Prototyping, Recruitment, Talent Acquisition",09-11-25,BA,0.2,5,Punjabi
Backend Development,Daily Lancer,Work From Home,Immediately,6,3000,No,Onsite,Urban,Data Science,"Node.js, APIs, Databases, Server-side Development",29-10-25,MCA,0.3,5,Telugu
ERP And Supply Chain Management,2nd Innings Handicrafts Private Limited,Mumbai,Immediately,6,10500,Yes,Remote,Urban,Research & Strategy,"Python, Machine Learning, TensorFlow/PyTorch, Data Analysis, Supply Chain Management, Logistics",01-10-25,MSc,0.3,11,Marathi
Talent Acquisition And HR,EGovernments Foundation,Bangalore,Immediately,6,30000,No,Remote,Rural,Human Resources,"UI Design, UX Research, Figma, Prototyping, Recruitment, Talent Acquisition",18-09-25,MA,1.3,9,Kannada
Content Management And Operations,Zevamp,Work From Home,Immediately,6,10000,No,Onsite,Rural,Content & Communication,"Content Writing, Editing, Research, Content Strategy",22-11-25,MTech,1,24,Marathi
Software Development,Aavrtti Technologies Private Limited,Chennai,Immediately,6,5000,Yes,Hybrid,Rural,Marketing,"Sales, Communication, Negotiation, Lead Generation",27-10-25,MTech,1,24,Tamil
Event Management & Operations(Activities & Contests For Schools),Infinity Events,Kolkata,Immediately,6,7500,No,Onsite,Rural,Operations & Support,"Event Planning, Coordination, Communication, PR",22-10-25,BBA,0.2,6,Bengali
Social Media Marketing,India FinTech Forum,Mumbai,Immediately,6,8000,No,Onsite,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",27-10-25,BBA,1.3,28,Marathi
Business Development (sales) Real Estate,SEVENROW PROJECTS PRIVATE LIMITED,Hyderabad,Immediately,6,5000,No,Remote,Rural,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",10-11-25,MTech,1,2,Telugu
Recruitment,Shiva Consultancy Services,Work From Home,Immediately,6,5000,No,Onsite,Urban,Human Resources,"UI Design, UX Research, Figma, Prototyping, Recruitment, Talent Acquisition",21-10-25,MA,0.3,6,Telugu
Marketing Communications,Raised Lines Foundation,Work From Home,Immediately,6,8000,Yes,Remote,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",29-09-25,MCom,0.3,20,Marathi
Digital Marketing,Outlook Publishing India Private Limited,Delhi,Immediately,6,5000,No,Hybrid,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",14-09-25,MA,1,19,Hindi
Information Technology,TCM Services Private Limited,Navi Mumbai,Immediately,6,5000,Yes,Onsite,Rural,Research,"Communication, MS Excel, Research",29-10-25,MCom,0.2,1,Hindi
Graphic Design,AstroLiv.com,Noida,Immediately,6,5000,No,Remote,Urban,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",10-09-25,MCom,0,8,Hindi
HR Consultant,YTPS HR India,Pune,Immediately,6,5000,Yes,Remote,Rural,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing, Consulting, Problem Solving",02-11-25,MCom,1.3,2,Marathi
Talent Acquisition,Envisage Global Solutions,Work From Home,Immediately,6,3000,Yes,Onsite,Rural,Human Resources,"UI Design, UX Research, Figma, Prototyping, Recruitment, Talent Acquisition",18-09-25,MA,1.3,6,Punjabi
Digital Marketing,LevelFive Software Solutions,Chennai,Immediately,6,7000,Yes,Onsite,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",23-11-25,MBA,1.3,17,Tamil
Photography,PRISM LENS,Gurgaon,Immediately,6,10000,No,Hybrid,Rural,Media & Entertainment,"Photography, Lightroom, Photoshop, Editing",28-10-25,MCA,0.2,28,Hindi
Supply Chain Management And Sourcing,Neuherbs,Greater Noida,Immediately,6,7000,Yes,Onsite,Urban,Research & Strategy,"Python, Machine Learning, TensorFlow/PyTorch, Data Analysis, Supply Chain Management, Logistics",01-10-25,BTech,0.3,17,Hindi
Video Making/Editing,Video Marvels,Work From Home,Immediately,6,3000,No,Onsite,Rural,Media & Production,"Video Editing, Videography, Premiere Pro, After Effects",19-09-25,MA,1,5,Bengali
Digital Marketing,WeeTaaN Digital Consultancy,Pune,Immediately,6,2000,No,Onsite,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",03-12-25,MA,1,21,Marathi
Sales - Fitness And Training Consultancy,A2G LIFECARE INDIA PRIVATE LIMITED,Work From Home,Immediately,6,6000,No,Hybrid,Rural,Marketing,"Python, Machine Learning, TensorFlow/PyTorch, Data Analysis, Sales, Lead Generation",09-11-25,BSc,0.2,10,Punjabi
Digital Marketing,Proformics Digitech,Gurgaon,Immediately,6,15000,No,Hybrid,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",04-10-25,BA,1.3,13,Hindi
SEO Blogging,Calm Sleep,Work From Home,Immediately,6,5000,Yes,Hybrid,Rural,Marketing,"SEO, Keyword Research, Google Analytics, Content Optimization",19-09-25,MBA,0.5,13,Kannada
Artist Management,Defodio Digital,Mumbai,Immediately,6,10000,Yes,Onsite,Rural,Operations & Support,"Operations Management, Coordination, MS Excel, Communication",23-09-25,MCom,1.3,25,Marathi
Clothing Design,Funky Unicorn Enterprises,Work From Home,Immediately,6,2000,No,Onsite,Urban,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",23-11-25,BBA,1.1,28,Kannada
YouTube Content Creation,BlockSurvey Private Limited,Work From Home,Immediately,6,15000,No,Hybrid,Rural,Social Media & Community Management,"Content Writing, Editing, Research, Content Strategy",23-11-25,MTech,0.5,10,Hindi
Motion Graphics,Scalenow Technosolutions Private Limited,Howrah,Immediately,6,12000,Yes,Onsite,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",22-10-25,MCom,0.5,19,Hindi
Recruitment,VERSE INNOVATION Private Limited FOR DAILYHUNT,Bangalore,Immediately,6,10000,Yes,Hybrid,Rural,Human Resources,"UI Design, UX Research, Figma, Prototyping, Recruitment, Talent Acquisition",30-09-25,BA,0.5,19,Kannada
Securities And Asset Analysis,Krannich Solar Private Limited,Pune,Immediately,6,5000,No,Hybrid,Urban,Research,"Communication, MS Excel, Research",20-10-25,MBA,1.1,13,Marathi
Business Development (Sales),Poodles Petcare,Jaipur,Immediately,6,2500,No,Remote,Urban,Sales & Business Development,"Sales, Lead Generation, Negotiation, Communication",05-12-25,BTech,1.1,11,Hindi
Business Development - IT Sales,VirtuBox Infotech Private Limited,Noida,Immediately,6,10000,No,Hybrid,Rural,Marketing,"Sales, Lead Generation, Negotiation, Communication",27-11-25,MSc,0.5,28,Hindi
Search Engine Optimization (SEO),AnExtraRep,Work From Home,Immediately,6,5000,No,Onsite,Rural,Search & Performance Marketing,"SEO, Keyword Research, Google Analytics, Content Optimization",13-09-25,BA,0.2,9,Telugu
Content Writing,Prachyam,Pune,Immediately,3,10000,No,Onsite,Urban,Content & Communication,"Content Writing, Editing, Research, Content Strategy",16-09-25,MSc,0,18,Marathi
Customer Onboarding And Training,RealEvo Datatek Pvt Ltd,Bangalore,Immediately,3,15000,Yes,Onsite,Rural,Research & Strategy,"Python, Machine Learning, TensorFlow/PyTorch, Data Analysis",01-11-25,BCA,1,17,Kannada
Law/Legal,Advocate Manisha Singh (Tomar),Gurgaon,Immediately,3,3000,Yes,Hybrid,Rural,Legal & Compliance,"Legal Research, Compliance, Drafting, Documentation",13-09-25,PhD,1,2,Hindi
Digital Marketing,Dr Smart,Secunderabad,Immediately,3,10000,Yes,Onsite,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",15-09-25,MBA,0.3,2,Hindi
Program Coordination,Pragati Software Private Limited,Delhi,Immediately,3,5000,No,Hybrid,Urban,Content Writing,"PR Strategy, Media Relations, Communication, Writing",06-10-25,BCom,0.3,11,Hindi
Digital Marketing & Content Creation,MAMI WATA AYURVEDA,Work From Home,Immediately,3,5000,No,Remote,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Content Writing, Editing",04-11-25,BA,0.5,16,Hindi
Subject Matter Expert (Physics/Chemistry/Statistics),MAD EDUCATORS,Work From Home,Immediately,3,14000,No,Hybrid,Rural,Research & Strategy,"Statistics, Data Analysis, R, Python",23-11-25,MCA,0.5,3,Bengali
Search Engine Optimization (SEO),The Concept Co.,Mumbai,Immediately,3,7000,No,Hybrid,Rural,Search & Performance Marketing,"SEO, Keyword Research, Google Analytics, Content Optimization",11-11-25,MA,1.3,15,Marathi
Logistics And Operations,Ekostay LLP,Mumbai,Immediately,3,14000,No,Hybrid,Urban,Operations & Support,"Supply Chain Management, Logistics, Inventory Management, Excel",08-11-25,BCA,0,18,Marathi
PCB Designing,Atlanta Systems Private Limited,Delhi,Immediately,3,15000,Yes,Onsite,Rural,Design,"Communication, MS Excel, Research",10-10-25,MCom,0.5,2,Hindi
Illustration,Pocketsize Doodles,Work From Home,Immediately,3,5000,Yes,Remote,Rural,Research,"Communication, MS Excel, Research",23-10-25,BBA,0.5,11,Gujarati
Equity Research Analysis,Scan Holdings Private Limited,Delhi,Immediately,3,6000,Yes,Onsite,Rural,Research & Strategy,"UI Design, UX Research, Figma, Prototyping, Research, Data Analysis",04-10-25,BA,0.5,15,Hindi
Environment Design (Unreal Engine 5),MB Softech Consultants,Work From Home,Immediately,3,5000,Yes,Onsite,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",25-10-25,MBA,1.3,23,Telugu
Game Design (Unreal Engine 5),MB Softech Consultants,Work From Home,Immediately,3,5000,No,Onsite,Urban,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",18-09-25,MBA,1.1,25,Hindi
3D Modelling & Texturing For Game Asset (Blender/Maya/Substance Painter),MB Softech Consultants,Work From Home,Immediately,3,5000,Yes,Hybrid,Rural,Research & Strategy,"Python, Machine Learning, TensorFlow/PyTorch, Data Analysis",01-12-25,MCA,1.3,12,Malayalam
Social Media Management,Artist Root,Mumbai,Immediately,3,10000,Yes,Onsite,Urban,Social Media & Community Management,"Social Media Strategy, Content Creation, Analytics, Community Management",29-10-25,BBA,1.1,21,Marathi
"News Anchoring( Tech, Politics, Health, Career)(YouTube - Hindi)",NewsyBird Media,Work From Home,Immediately,3,1000,Yes,Hybrid,Rural,Research,"Communication, MS Excel, Research",11-11-25,BCom,1,12,Malayalam
Video Making/Editing,Digital Health Startup,Work From Home,Immediately,3,5000,Yes,Onsite,Urban,Media & Production,"Video Editing, Videography, Premiere Pro, After Effects",19-09-25,MA,0,11,Marathi
Graphic Design,SETREONA PRIVATE LIMITED,Ahmedabad,Immediately,3,2000,No,Onsite,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",12-10-25,MBA,1.3,20,Gujarati
Volunteer Community Moderation,"Wiyld Global MediaTech (Dubai, United Arab Emirates)",Work From Home,Immediately,3,2000,Yes,Onsite,Rural,Research,"Communication, MS Excel, Research",10-10-25,MCom,0.2,8,Malayalam
Marketing,YoursthatSenior,Work From Home,Immediately,3,1000,Yes,Remote,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing",13-10-25,MBA,0.8,28,Hindi
Content Creation (Machine Learning And Data Science),Quizzy,Work From Home,Immediately,3,8000,No,Onsite,Urban,Social Media & Community Management,"Python, Machine Learning, TensorFlow/PyTorch, Data Analysis, SQL, Statistics",04-12-25,BCA,0,4,Hindi
Artificial Intelligence (AI),Triluxo Technologies Private Limited,Work From Home,Immediately,3,2000,No,Onsite,Urban,Research & Strategy,"Python, Machine Learning, TensorFlow/PyTorch, Data Analysis",17-10-25,MSc,0,5,Bengali
Market Research,Joy Of Performing,South,Immediately,3,7000,Yes,Hybrid,Rural,Research & Strategy,"Research, Data Analysis, Report Writing, Critical Thinking",07-10-25,BCom,0.2,24,Hindi
Graphic Design,Digital Health Startup,Work From Home,Immediately,3,5000,No,Onsite,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",27-10-25,MBA,1.3,28,Malayalam
Research And Development,N K Proteins,Ahmedabad,Immediately,3,5000,Yes,Hybrid,Rural,Research & Strategy,"Research, Data Analysis, Report Writing, Critical Thinking",28-10-25,MSc,1,15,Gujarati
Medical/Health Writing,Digital Health Startup,Work From Home,Immediately,3,5000,No,Onsite,Rural,Content & Communication,"Content Writing, Editing, Research, Content Strategy",03-10-25,MCom,0.5,6,Punjabi
Social Media Content Creation,Digital Health Startup,Work From Home,Immediately,3,5000,No,Onsite,Rural,Social Media & Community Management,"Social Media Strategy, Content Creation, Analytics, Community Management, Content Writing, Editing",03-11-25,BBA,1.3,11,Kannada
Content Writing - Education,Maharishi School,Work From Home,Immediately,3,20000,Yes,Remote,Urban,Content & Communication,"Content Writing, Editing, Research, Content Strategy",29-11-25,BBA,1.1,14,Kannada
Full Stack Development,"EmendoAI (San Francisco, United States)",Work From Home,Immediately,3,10000,No,Remote,Rural,Marketing,"Sales, Communication, Negotiation, Lead Generation",23-09-25,MSc,0.2,2,Gujarati
HR,TopTrove Foundation,Work From Home,Immediately,3,Unpaid,No,Remote,Rural,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",14-09-25,BBA,0.2,22,Malayalam
Social Media Content Creation,The Foreign Language Institute,Work From Home,Immediately,3,1500,No,Remote,Rural,Social Media & Community Management,"Social Media Strategy, Content Creation, Analytics, Community Management, Content Writing, Editing",14-09-25,BA,0.2,14,Punjabi
Social Media Marketing,The Pegboard,Mumbai,Immediately,3,17000,Yes,Onsite,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",10-09-25,BBA,0.8,13,Marathi
Graphic Design,AAISTA Technologies Pvt Ltd,Work From Home,Immediately,3,5000,Yes,Onsite,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",11-11-25,MBA,1,15,Punjabi
Human Resources (HR),Captain $ales,Gurgaon,Immediately,3,2500,No,Remote,Urban,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",05-11-25,MBA,0.8,22,Hindi
Human Resources (HR),Stalwart People Co (SPC),Greater Noida,Immediately,3,4000,Yes,Onsite,Urban,Human Resources,"Recruitment, Talent Acquisition, Communication, Interviewing",15-10-25,BBA,1.1,22,Hindi
Social Media Marketing And Graphic Design,Brandquest,Work From Home,Immediately,3,7000,No,Onsite,Urban,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Social Media Strategy, Content Creation",09-10-25,BA,0.3,17,Bengali
Telecalling,Renewsys India Pvt Ltd,Mumbai,Immediately,3,5000,No,Hybrid,Rural,Outreach & Client Relations,"Communication, MS Excel, Research",05-10-25,MBA,1,22,Marathi
Virtual Charity Drive,Pawzz,Work From Home,Immediately,3,1500,Yes,Remote,Urban,Research,"Communication, MS Excel, Research",05-12-25,MCom,0.8,12,Punjabi
Social Impact,Pawzz,Work From Home,Immediately,3,1500,No,Hybrid,Rural,Research,"Communication, MS Excel, Research",02-12-25,BBA,0.2,27,Punjabi
Travel And Tourism,Ludo Ventures Private Limited,Noida,Immediately,3,5000,Yes,Hybrid,Rural,Research,"Communication, MS Excel, Research",02-10-25,BBA,0.5,14,Hindi
React Native,Argyle Enigma Tech Labs Private Limited,Work From Home,Immediately,3,2500,Yes,Hybrid,Rural,App Development,"HTML, CSS, JavaScript, React, Mobile App Development, Java/Kotlin",21-11-25,BTech,1,27,Gujarati
Campaign Support,Pawzz,Work From Home,Immediately,3,1500,Yes,Remote,Rural,Research & Strategy,"Python, Machine Learning, TensorFlow/PyTorch, Data Analysis",01-11-25,BSc,0.2,22,Bengali
Fundraising,Pawzz,Work From Home,Immediately,3,1500,Yes,Onsite,Urban,Operations & Support,"Python, Machine Learning, TensorFlow/PyTorch, Data Analysis",13-09-25,BCA,1.1,10,Kannada
Youth Connective,Pawzz,Work From Home,Immediately,3,1500,Yes,Remote,Urban,Research,"Communication, MS Excel, Research",19-11-25,MCom,0,22,Punjabi
Graphic Concept Artificial Intelligence (AI),MB Softech Consultants,Work From Home,Immediately,3,5000,Yes,Onsite,Rural,Design & Creative,"Python, Machine Learning, TensorFlow/PyTorch, Data Analysis, Graphic Design, Photoshop",28-09-25,BSc,1,24,Punjabi
Admissions Advisor,Whistling Woods International,Mumbai,Immediately,3,15000,Yes,Remote,Urban,Research,"Communication, MS Excel, Research",05-11-25,MBA,0.8,23,Marathi
Content Writing And Social Media,Priyanshi  Agrawal,Ahmedabad,Immediately,3,5000,No,Hybrid,Urban,Social Media & Community Management,"Social Media Strategy, Content Creation, Analytics, Community Management, Content Writing, Editing",22-09-25,MBA,0.3,21,Gujarati
Gaming Illustration,MB Softech Consultants,Work From Home,Immediately,3,5000,Yes,Remote,Rural,Research,"Communication, MS Excel, Research",22-09-25,MCom,1,1,Tamil
Motion Graphics,Tyfno,Work From Home,Immediately,3,3000,No,Hybrid,Rural,Design & Creative,"Graphic Design, Photoshop, Illustrator, Canva",21-09-25,MCom,0.5,29,Kannada
Digital Marketing and Content Writing,OyeLabs,Work From Home,Immediately,3,5000,No,Hybrid,Rural,Marketing,"Digital Marketing, SEO/SEM, Social Media Marketing, Content Marketing, Content Writing, Editing",10-11-25,BBA,1,7,Punjabi
3D Animation And VFX Unreal Engine,MB Softech Consultants,Work From Home,Immediately,3,7500,Yes,Hybrid,Rural,Research,"Communication, MS Excel, Research",28-09-25,MBA,0.5,8,Bengali
Sales And Business Development,Travokarma,Work From Home,Immediately,3,5000,No,Hybrid,Rural,Marketing,"Sales, Lead Generation, Negotiation, Communication",01-12-25,MTech,1.3,10,Telugu
PHP Web Development,Monk Minds Hub (Group Of Sai Kasthuri Industries),Bangalore,Immediately,3,10000,No,Remote,Rural,Web Development,"HTML, CSS, JavaScript, React",14-09-25,BTech,0.2,4,Kannada
UI/UX Design,Travokarma,Work From Home,Immediately,3,10000,No,Hybrid,Rural,Design & Creative,"UI Design, UX Research, Figma, Prototyping",03-12-25,BBA,0.2,15,Gujarati
Management (Entrepreneurship),Travokarma,Work From Home,Immediately,3,5000,Yes,Remote,Urban,Content Writing,"PR Strategy, Media Relations, Communication, Writing",04-11-25,BCom,0.3,24,Marathi
